name,id,name_type,class,mass,fall,year,lat,long,geolocation
Dhofar 1524,52397,Valid,H5,4652,Found,2008,18.51133,54.60783,"(18.51133, 54.60783)"
Dhofar 1525,52398,Valid,H4,6476,Found,2008,18.77633,54.39633,"(18.77633, 54.39633)"
Dhofar 1526,50913,Valid,H4,71.1,Found,2008,19.56755,54.95415,"(19.56755, 54.95415)"
Dhofar 1527,54875,Valid,Lunar (feldsp. breccia),42.6,Found,2009,19.3895,54.467,"(19.3895, 54.467)"
Dhofar 1528,54876,Valid,Lunar (feldsp. breccia),213.2,Found,2009,18.46883,54.17483,"(18.46883, 54.17483)"
Dhofar 1532,52401,Valid,H4,487,Found,2006,19.0095,54.50217,"(19.0095, 54.50217)"
Dhofar 1533,52402,Valid,LL5,341,Found,2006,18.35117,54.532,"(18.35117, 54.532)"
Dhofar 1534,52403,Valid,H4,3045,Found,2006,18.18467,54.58917,"(18.18467, 54.58917)"
Dhofar 1535,52415,Valid,H6,2008,Found,2006,18.515,54.1055,"(18.515, 54.1055)"
Dhofar 1536,52404,Valid,H6,176,Found,2006,19.2195,54.92133,"(19.2195, 54.92133)"
Dhofar 1537,52405,Valid,L6,48,Found,2006,18.52867,54.642,"(18.52867, 54.642)"
Dhofar 1538,53881,Valid,L3.7,231,Found,2006,18.87717,54.3675,"(18.87717, 54.3675)"
Dhofar 1539,52406,Valid,H4,1614,Found,2006,18.26667,54.425,"(18.26667, 54.425)"
Dhofar 1541,54613,Valid,H6,398,Found,2006,18.6275,54.7425,"(18.6275, 54.7425)"
Dhofar 1543,52417,Valid,H4,1734,Found,2008,18.222,54.31783,"(18.222, 54.31783)"
Dhofar 1544,52418,Valid,L4,2808,Found,2008,18.36367,54.56533,"(18.36367, 54.56533)"
Dhofar 1545,52407,Valid,H4,1013,Found,2008,18.5745,54.59033,"(18.5745, 54.59033)"
Dhofar 1546,52419,Valid,L5,119,Found,2008,18.5345,54.64,"(18.5345, 54.64)"
Dhofar 1549,53883,Valid,LL3.4,67,Found,2008,18.43033,54.23717,"(18.43033, 54.23717)"
Dhofar 1551,52408,Valid,H6,451,Found,2008,18.63333,54.3475,"(18.63333, 54.3475)"
Dhofar 1552,54614,Valid,L-melt breccia,454,Found,2008,18.7645,54.32217,"(18.7645, 54.32217)"
Dhofar 1553,52424,Valid,H4,1006,Found,2009,18.85033,54.3845,"(18.85033, 54.3845)"
Dhofar 1554,52425,Valid,L5,3954,Found,2009,18.66667,54.15083,"(18.66667, 54.15083)"
Dhofar 1555,52411,Valid,H4,605,Found,2009,18.64717,54.52833,"(18.64717, 54.52833)"
Dhofar 1556,52426,Valid,H4,1722,Found,2009,18.72883,54.57717,"(18.72883, 54.57717)"
Dhofar 1557,52428,Valid,L6,432,Found,2009,18.4605,54.658,"(18.4605, 54.658)"
Dhofar 1564,51569,Valid,H5,26,Found,2004,18.69617,54.37,"(18.69617, 54.37)"
Dhofar 1566,51571,Valid,LL5-6,605,Found,2008,18.24233,54.1065,"(18.24233, 54.1065)"
Dhofar 1567,52433,Valid,L4,341,Found,2009,18.96217,54.18967,"(18.96217, 54.18967)"
Dhofar 1569,52435,Valid,L6,345,Found,2005,18.64867,54.43083,"(18.64867, 54.43083)"
Dhofar 1571,53885,Valid,Ureilite,154,Found,2006,18.45333,54.16667,"(18.45333, 54.16667)"
Dhofar 1578,52011,Valid,H5,231.1,Found,2009,19.55387,54.03053,"(19.55387, 54.03053)"
Dhofar 1579,52051,Valid,L6,314.3,Found,2009,19.29528,54.89278,"(19.29528, 54.89278)"
Dhofar 1581,52587,Valid,H5,488,Found,2004,18.48683,54.35033,"(18.48683, 54.35033)"
Dhofar 1582,52588,Valid,L5,276,Found,2004,19.3695,54.53817,"(19.3695, 54.53817)"
Dhofar 1585,52591,Valid,L5,256,Found,2004,18.78383,54.42017,"(18.78383, 54.42017)"
Dhofar 1586,52592,Valid,H5,78,Found,2004,19.17017,54.56867,"(19.17017, 54.56867)"
Dhofar 1587,52593,Valid,H5,36,Found,2004,19.05767,54.54567,"(19.05767, 54.54567)"
Dhofar 1588,52594,Valid,L5,1224,Found,2004,18.99317,54.27933,"(18.99317, 54.27933)"
Dhofar 1591,52597,Valid,H5,556,Found,2005,18.76433,54.387,"(18.76433, 54.387)"
Dhofar 1592,52598,Valid,H5,274,Found,2004,18.918,54.35383,"(18.918, 54.35383)"
Dhofar 1593,52599,Valid,H5,1254,Found,2004,18.93583,54.3195,"(18.93583, 54.3195)"
Dhofar 1597,52603,Valid,H5,4558,Found,2004,18.96133,54.3685,"(18.96133, 54.3685)"
Dhofar 1598,52618,Valid,L6,766,Found,2004,18.55933,54.49467,"(18.55933, 54.49467)"
Dhofar 1601,52623,Valid,L5,1166,Found,2003,19.185,54.631,"(19.185, 54.631)"
Dhofar 1611,52634,Valid,H5,1124,Found,2003,19.13333,54.65267,"(19.13333, 54.65267)"
Dhofar 1614,52781,Valid,L5,12.5,Found,2009,18.72858,54.53281,"(18.72858, 54.53281)"
Dhofar 1615,52784,Valid,L5,129.8,Found,2009,19.35514,54.86961,"(19.35514, 54.86961)"
Dhofar 1619,52887,Valid,CM2,6.18,Found,2007,18.67458,54.43995,"(18.67458, 54.43995)"
Dhofar 1624,54597,Valid,H-melt rock,621,Found,2009,18.16358,54.27542,"(18.16358, 54.27542)"
Dhofar 1625,54598,Valid,H~4,308.6,Found,2009,18.66975,54.21358,"(18.66975, 54.21358)"
Dhofar 1626,54491,Valid,Eucrite-an,223,Found,2006,18.3115,54.12833,"(18.3115, 54.12833)"
Dhofar 1629,54838,Valid,Lunar (bas/anor),2.51,Found,2007,18.46,54.058,"(18.46, 54.058)"
Dhofar 1633,55281,Valid,H5,88,Found,2004,19.1425,54.76917,"(19.1425, 54.76917)"
Dhofar 1634,55282,Valid,H5,46,Found,2004,18.82583,54.4295,"(18.82583, 54.4295)"
Dhofar 1636,55284,Valid,L5,1078,Found,2004,18.4015,54.32383,"(18.4015, 54.32383)"
Dhofar 1637,55285,Valid,H5,44,Found,2004,18.9665,54.28167,"(18.9665, 54.28167)"
Dhofar 1638,55286,Valid,L5,1248,Found,2004,18.40617,54.31367,"(18.40617, 54.31367)"
Dhofar 1639,55287,Valid,L5,16,Found,2004,18.977,54.37467,"(18.977, 54.37467)"
Dhofar 1643,55519,Valid,L6,122.2,Found,2011,19.28967,54.55092,"(19.28967, 54.55092)"
Dhofar 1645,55521,Valid,H6,48.5,Found,2011,18.91567,54.49519,"(18.91567, 54.49519)"
Dhofar 1646,55522,Valid,L6,66.9,Found,2011,18.93672,54.476,"(18.93672, 54.476)"
Dhofar 1647,55565,Valid,H6,444,Found,2011,19.13703,54.82478,"(19.13703, 54.82478)"
Dhofar 1648,55566,Valid,LL5/6,262,Found,2011,19.17098,54.69008,"(19.17098, 54.69008)"
Dhofar 1649,55567,Valid,L6,143,Found,2011,19.04562,54.58178,"(19.04562, 54.58178)"
Dhofar 1653,55571,Valid,H6,2724,Found,2011,18.5979,54.45062,"(18.5979, 54.45062)"
Dhofar 1655,55573,Valid,L6,1218,Found,2011,18.39778,54.49128,"(18.39778, 54.49128)"
Dhofar 1657,55575,Valid,H6,883,Found,2011,18.36015,54.39437,"(18.36015, 54.39437)"
Dhofar 1659,55577,Valid,L6,3695,Found,2011,18.36002,54.40972,"(18.36002, 54.40972)"
Dhofar 1661,55579,Valid,H6,63,Found,2011,18.9914,54.68027,"(18.9914, 54.68027)"
Dhofar 1663,55581,Valid,H5,422,Found,2011,19.13905,54.87353,"(19.13905, 54.87353)"
Dhofar 1664,55582,Valid,H6,2266,Found,2011,19.179,54.93267,"(19.179, 54.93267)"
Dhofar 1668,55603,Valid,Martian (shergottite),6.1,Found,2011,18.322,54.148,"(18.322, 54.148)"
Dhofar 1671,56105,Valid,CV3,40.8,Found,2011,18.86958,54.22956,"(18.86958, 54.22956)"
Dhofar 1672,56097,Valid,L4,7.49,Found,2011,18.73244,54.37936,"(18.73244, 54.37936)"
Dhofar 1673,56106,Valid,Lunar (feldsp. breccia),15.1,Found,2011,18.71122,54.160306,"(18.71122, 54.160306)"
Dhofar 1675,56312,Valid,Eucrite-pmict,168,Found,2004,18.259,54.02947,"(18.259, 54.02947)"
Dhofar 1676,56182,Valid,H4,13.23,Found,2011,19.43382,54.69043,"(19.43382, 54.69043)"
Dhofar 1677,56183,Valid,H5,4388,Found,2011,19.36518,54.51565,"(19.36518, 54.51565)"
Dhofar 1678,56184,Valid,H6,13.02,Found,2011,19.36222,54.51893,"(19.36222, 54.51893)"
Dhofar 1679,56185,Valid,H4,184.3,Found,2011,19.37243,54.52335,"(19.37243, 54.52335)"
Dhofar 1681,56187,Valid,H5,153,Found,2011,19.2701,54.49733,"(19.2701, 54.49733)"
Dhofar 1682,56188,Valid,L6,9.22,Found,2011,19.6457,54.24753,"(19.6457, 54.24753)"
Dhofar 1683,56189,Valid,H5,318.6,Found,2011,19.65395,54.2377,"(19.65395, 54.2377)"
Dhofar 1685,56191,Valid,H5,769.3,Found,2011,19.61977,54.14807,"(19.61977, 54.14807)"
Dhofar 1686,56192,Valid,H4,188.6,Found,2011,19.55838,54.12582,"(19.55838, 54.12582)"
Dhofar 1687,56193,Valid,L6,394.6,Found,2011,18.0901,54.08788,"(18.0901, 54.08788)"
Dhofar 1688,56194,Valid,L5,52.5,Found,2011,18.18535,54.269,"(18.18535, 54.269)"
Dhofar 1689,56195,Valid,H5,22.3,Found,2011,18.188,54.2698,"(18.188, 54.2698)"
Dhofar 1691,56197,Valid,H5-6,105.5,Found,2011,18.21135,54.2995,"(18.21135, 54.2995)"
Dhofar 1692,56198,Valid,L6,1568,Found,2011,18.38863,54.5411,"(18.38863, 54.5411)"
Dhofar 1693,56199,Valid,L4,1049,Found,2011,18.46253,54.65335,"(18.46253, 54.65335)"
Dhofar 1725,57432,Valid,L5,263,Found,2011,19.18687,54.8817,"(19.18687, 54.8817)"
Dhofar 1727,56354,Valid,H6,453,Found,2011,19.13952,54.66558,"(19.13952, 54.66558)"
Dhofar 1729,56356,Valid,H6,482,Found,2011,19.00318,54.611,"(19.00318, 54.611)"
Dhofar 1731,56358,Valid,H5,2222,Found,2011,18.57053,54.164,"(18.57053, 54.164)"
Dhofar 1732,56359,Valid,L6,782,Found,2011,19.11582,54.59603,"(19.11582, 54.59603)"
Dhofar 1753,56591,Valid,LL7,21.5,Found,2011,19.24528,54.46278,"(19.24528, 54.46278)"
Dhofar 192,6976,Valid,H4,4779,Found,1999,18.26167,54.24333,"(18.26167, 54.24333)"
Dhofar 195,6979,Valid,H3-5,2384,Found,1999,18.26333,54.24667,"(18.26333, 54.24667)"
Dhofar 197,6981,Valid,H4,174.5,Found,1999,18.38833,54.26667,"(18.38833, 54.26667)"
Dhofar 198,6982,Valid,L5,828,Found,1999,18.71333,54.10833,"(18.71333, 54.10833)"
Dhofar 201,6985,Valid,L5,139,Found,1999,18.39333,54.16667,"(18.39333, 54.16667)"
Dhofar 207,6991,Valid,H3.4/3.5,499.5,Found,1999,18.26333,54.06833,"(18.26333, 54.06833)"
Dhofar 209,6993,Valid,H4,111,Found,2001,18.49333,54.25167,"(18.49333, 54.25167)"
Dhofar 211,6995,Valid,H4,255,Found,2001,18.25667,54.18167,"(18.25667, 54.18167)"
Dhofar 214,6998,Valid,H6,11,Found,2001,19.04333,54.555,"(19.04333, 54.555)"
Dhofar 215,6999,Valid,H4,86,Found,2001,18.535,54.32167,"(18.535, 54.32167)"
Dhofar 219,7003,Valid,H5,99,Found,2001,18.14,54.16167,"(18.14, 54.16167)"
Dhofar 224,7008,Valid,H4,14974,Found,2001,19.15833,54.57333,"(19.15833, 54.57333)"
Dhofar 228,7012,Valid,L6,3452,Found,2001,19.15,54.58333,"(19.15, 54.58333)"
Dhofar 241,7024,Valid,H5/6,451.8,Found,2001,18.65183,54.77383,"(18.65183, 54.77383)"
Dhofar 242,7025,Valid,H5,58.4,Found,2001,18.62717,54.75083,"(18.62717, 54.75083)"
Dhofar 243,7026,Valid,H6,185.3,Found,2001,18.62317,54.7285,"(18.62317, 54.7285)"
Dhofar 244,7027,Valid,H5,178.3,Found,2001,18.6305,54.73283,"(18.6305, 54.73283)"
Dhofar 245,7028,Valid,L6,1074.6,Found,2001,18.663,54.71183,"(18.663, 54.71183)"
Dhofar 248,7031,Valid,LL6,38.3,Found,2001,18.98583,54.60067,"(18.98583, 54.60067)"
Dhofar 249,7032,Valid,H6,36.6,Found,2001,18.98667,54.60217,"(18.98667, 54.60217)"
Dhofar 251,7034,Valid,L6,12.7,Found,2001,19.3015,54.735,"(19.3015, 54.735)"
Dhofar 252,7035,Valid,H3,64.3,Found,2001,18.5985,54.03383,"(18.5985, 54.03383)"
Dhofar 253,7036,Valid,H4/5,413,Found,2001,18.62467,54.09667,"(18.62467, 54.09667)"
Dhofar 254,7037,Valid,L6,191.8,Found,2001,18.70317,54.28667,"(18.70317, 54.28667)"
Dhofar 255,7038,Valid,H6,11.3,Found,2001,18.745,54.38517,"(18.745, 54.38517)"
Dhofar 256,7039,Valid,H6,1465.4,Found,2001,18.74583,54.38433,"(18.74583, 54.38433)"
Dhofar 258,7041,Valid,H5,110.2,Found,2001,18.70933,54.303,"(18.70933, 54.303)"
Dhofar 259,7042,Valid,L6,48.6,Found,2001,18.78683,54.25167,"(18.78683, 54.25167)"
Dhofar 261,7044,Valid,H4/5,787.5,Found,2001,19.15383,54.71933,"(19.15383, 54.71933)"
Dhofar 262,7045,Valid,H6,291.8,Found,2001,18.27733,54.25533,"(18.27733, 54.25533)"
Dhofar 263,7046,Valid,LL6,1698.1,Found,2001,18.34583,54.40067,"(18.34583, 54.40067)"
Dhofar 264,7047,Valid,L6,474.4,Found,2001,18.347,54.4155,"(18.347, 54.4155)"
Dhofar 265,7048,Valid,L4,324.3,Found,2001,18.60283,54.45517,"(18.60283, 54.45517)"
Dhofar 266,7049,Valid,H5,85.6,Found,2001,18.75783,54.4365,"(18.75783, 54.4365)"
Dhofar 272,7055,Valid,L5,2073,Found,2001,18.43833,54.11833,"(18.43833, 54.11833)"
Dhofar 273,7056,Valid,L5,2085,Found,2001,18.375,54.14833,"(18.375, 54.14833)"
Dhofar 274,7057,Valid,L6,2475,Found,2001,18.06333,54.05,"(18.06333, 54.05)"
Dhofar 275,7058,Valid,Eucrite,353,Found,2001,19.15167,54.775,"(19.15167, 54.775)"
Dhofar 276,7059,Valid,H5,7285,Found,2001,18.65,54.135,"(18.65, 54.135)"
Dhofar 278,7061,Valid,L6,1666,Found,2001,18.66833,54.66667,"(18.66833, 54.66667)"
Dhofar 279,7062,Valid,L6,1932,Found,2001,18.265,54.33833,"(18.265, 54.33833)"
Dhofar 281,7064,Valid,L3.8,4936,Found,2001,18.575,54.29833,"(18.575, 54.29833)"
Dhofar 282,7065,Valid,L6,928,Found,2001,19.03333,54.62833,"(19.03333, 54.62833)"
Dhofar 283,7066,Valid,H6,1788,Found,2001,18.44,54.01833,"(18.44, 54.01833)"
Dhofar 284,7067,Valid,L6,1337,Found,2001,18.46333,54.03,"(18.46333, 54.03)"
Dhofar 285,7068,Valid,Eucrite-pmict,216,Found,2001,18.43333,54.17,"(18.43333, 54.17)"
Dhofar 286,7069,Valid,L6,1453,Found,2001,18.12667,54.115,"(18.12667, 54.115)"
Dhofar 288,7071,Valid,L6,996,Found,2001,18.49333,54.13333,"(18.49333, 54.13333)"
Dhofar 293,7076,Valid,L5,2366,Found,2001,19.10667,54.85833,"(19.10667, 54.85833)"
Dhofar 294,7077,Valid,H3.9,5988,Found,2001,18.61333,54.5,"(18.61333, 54.5)"
Dhofar 295,7078,Valid,Ureilite,48,Found,2002,19.20833,54.64,"(19.20833, 54.64)"
Dhofar 298,7081,Valid,H6,677,Found,2001,18.17667,54.26333,"(18.17667, 54.26333)"
Dhofar 301,7084,Valid,Lunar (anorth),9,Found,2001,18.40167,54.14833,"(18.40167, 54.14833)"
Dhofar 302,7085,Valid,Lunar (anorth),3.83,Found,2001,19.32667,54.785,"(19.32667, 54.785)"
Dhofar 303,7086,Valid,Lunar (anorth),4.15,Found,2001,19.33,54.78333,"(19.33, 54.78333)"
Dhofar 305,7088,Valid,Lunar (anorth),34.11,Found,2001,19.33,54.78333,"(19.33, 54.78333)"
Dhofar 306,7089,Valid,Lunar (anorth),12.86,Found,2001,19.32833,54.785,"(19.32833, 54.785)"
Dhofar 308,7091,Valid,Lunar (anorth),2,Found,2001,18.40333,54.15,"(18.40333, 54.15)"
Dhofar 309,7092,Valid,Lunar (anorth),81.3,Found,2002,19.32667,54.78833,"(19.32667, 54.78833)"
Dhofar 311,7094,Valid,Lunar (anorth),4,Found,2001,19.32667,54.78333,"(19.32667, 54.78333)"
Dhofar 312,7095,Valid,Acapulcoite,354,Found,2001,18.98833,54.605,"(18.98833, 54.605)"
Dhofar 314,7097,Valid,L6,501,Found,2001,19.31833,54.73,"(19.31833, 54.73)"
Dhofar 315,7098,Valid,H5,411.25,Found,2001,19.35333,54.825,"(19.35333, 54.825)"
Dhofar 316,7099,Valid,L6,3215,Found,2001,19.155,54.78667,"(19.155, 54.78667)"
Dhofar 318,7101,Valid,L6,522,Found,2001,18.18,54.175,"(18.18, 54.175)"
Dhofar 321,7104,Valid,H4,594,Found,2001,18.34833,54.28667,"(18.34833, 54.28667)"
Dhofar 323,7106,Valid,H5,688,Found,2001,18.21833,54.10667,"(18.21833, 54.10667)"
Dhofar 324,7107,Valid,H6,448,Found,2001,18.90333,54.57833,"(18.90333, 54.57833)"
Dhofar 325,7108,Valid,L3.5,584,Found,2001,18.48167,54.135,"(18.48167, 54.135)"
Dhofar 336,7119,Valid,L6,468,Found,2001,18.755,54.58,"(18.755, 54.58)"
Dhofar 339,7122,Valid,L6,94,Found,2001,18.64,54.56,"(18.64, 54.56)"
Dhofar 342,7125,Valid,H5,58,Found,2001,18.32833,54.035,"(18.32833, 54.035)"
Dhofar 343,7126,Valid,H5,62,Found,2001,18.345,54.19667,"(18.345, 54.19667)"
Dhofar 344,7127,Valid,H5,76,Found,2001,18.44333,54.21667,"(18.44333, 54.21667)"
Dhofar 346,7129,Valid,H5,1345,Found,2001,18.915,54.6,"(18.915, 54.6)"
Dhofar 348,7131,Valid,L5,419,Found,2001,18.48333,54.325,"(18.48333, 54.325)"
Dhofar 349,7132,Valid,L6,412,Found,2001,18.455,54.28,"(18.455, 54.28)"
Dhofar 382,7164,Valid,H5/6,151,Found,2001,19.10633,54.81733,"(19.10633, 54.81733)"
Dhofar 383,7165,Valid,H5,139,Found,2001,19.1073,54.81752,"(19.1073, 54.81752)"
Dhofar 384,7166,Valid,H5,49,Found,2001,19.10677,54.82085,"(19.10677, 54.82085)"
Dhofar 386,7168,Valid,H5/6,138,Found,2001,19.10322,54.79433,"(19.10322, 54.79433)"
Dhofar 387,7169,Valid,L6,491,Found,2001,19.10593,54.81028,"(19.10593, 54.81028)"
Dhofar 391,7173,Valid,H5/6,284,Found,2001,19.10742,54.8195,"(19.10742, 54.8195)"
Dhofar 392,7174,Valid,H5/6,131,Found,2001,19.13333,54.81827,"(19.13333, 54.81827)"
Dhofar 394,7176,Valid,H5,1057,Found,2001,19.03612,54.88805,"(19.03612, 54.88805)"
Dhofar 395,7177,Valid,H6,1168,Found,2001,19.03642,54.88535,"(19.03642, 54.88535)"
Dhofar 396,7178,Valid,H5,1033,Found,2001,19.03585,54.88523,"(19.03585, 54.88523)"
Dhofar 397,7179,Valid,H5,1176,Found,2001,19.0388,54.88197,"(19.0388, 54.88197)"
Dhofar 399,7181,Valid,L6,283,Found,2001,18.2209,54.70118,"(18.2209, 54.70118)"
Dhofar 401,7183,Valid,L5/6,1304,Found,2001,19.30018,54.5332,"(19.30018, 54.5332)"
Dhofar 403,7185,Valid,L5/6,409,Found,2001,19.29363,54.53803,"(19.29363, 54.53803)"
Dhofar 404,7186,Valid,H5,594,Found,2001,19.30042,54.53087,"(19.30042, 54.53087)"
Dhofar 407,7188,Valid,L5,403,Found,2001,19.28503,54.53413,"(19.28503, 54.53413)"
Dhofar 408,7189,Valid,L6,2355,Found,2001,18.6874,54.12648,"(18.6874, 54.12648)"
Dhofar 412,7192,Valid,H6,478,Found,2001,18.8213,54.34747,"(18.8213, 54.34747)"
Dhofar 414,7193,Valid,L6,5156,Found,2001,18.77153,54.24288,"(18.77153, 54.24288)"
Dhofar 416,7194,Valid,L/LL3,281,Found,2001,18.76427,54.23325,"(18.76427, 54.23325)"
Dhofar 417,7195,Valid,H4/5,161,Found,2001,18.76392,54.23132,"(18.76392, 54.23132)"
Dhofar 418,7196,Valid,H6,958,Found,2001,18.81485,54.4282,"(18.81485, 54.4282)"
Dhofar 419,7197,Valid,H6,68,Found,2001,18.76272,54.27838,"(18.76272, 54.27838)"
Dhofar 421,7199,Valid,LL5,337,Found,2001,18.77178,54.22735,"(18.77178, 54.22735)"
Dhofar 423,7201,Valid,H4/5,362,Found,2001,18.6169,54.73017,"(18.6169, 54.73017)"
Dhofar 424,7202,Valid,L6,67,Found,2001,18.618,54.72692,"(18.618, 54.72692)"
Dhofar 425,7203,Valid,L5,248,Found,2001,18.62705,54.70933,"(18.62705, 54.70933)"
Dhofar 426,7204,Valid,L6,196,Found,2001,18.70828,54.57485,"(18.70828, 54.57485)"
Dhofar 428,7205,Valid,H/L5,526,Found,2001,18.7899,54.48852,"(18.7899, 54.48852)"
Dhofar 429,7206,Valid,H4,189,Found,2001,18.80872,54.50495,"(18.80872, 54.50495)"
Dhofar 431,7208,Valid,H5,446,Found,2001,18.78095,54.7802,"(18.78095, 54.7802)"
Dhofar 432,7209,Valid,L5/6,986,Found,2001,18.6203,54.64283,"(18.6203, 54.64283)"
Dhofar 434,7211,Valid,H6,169,Found,2001,18.74653,54.41242,"(18.74653, 54.41242)"
Dhofar 436,7213,Valid,H5,209,Found,2001,18.91728,54.71143,"(18.91728, 54.71143)"
Dhofar 437,7214,Valid,H5/6,446,Found,2001,18.8068,54.43933,"(18.8068, 54.43933)"
Dhofar 438,7215,Valid,L6,566,Found,2001,18.79545,54.5819,"(18.79545, 54.5819)"
Dhofar 439,7216,Valid,H5/6,536,Found,2001,18.75168,54.36353,"(18.75168, 54.36353)"
Dhofar 442,7218,Valid,H5,395,Found,2001,18.86248,54.43,"(18.86248, 54.43)"
Dhofar 444,7219,Valid,L6,1469,Found,2001,18.90838,54.4797,"(18.90838, 54.4797)"
Dhofar 448,7222,Valid,L6,391,Found,2001,18.89942,54.53957,"(18.89942, 54.53957)"
Dhofar 449,7223,Valid,L6,74,Found,2001,18.90573,54.50885,"(18.90573, 54.50885)"
Dhofar 451,7225,Valid,L6,745,Found,2001,18.9108,54.47493,"(18.9108, 54.47493)"
Dhofar 452,7226,Valid,L(LL)3,43,Found,2001,18.80677,54.38725,"(18.80677, 54.38725)"
Dhofar 453,7227,Valid,H6,482,Found,2001,18.75495,54.41445,"(18.75495, 54.41445)"
Dhofar 455,7229,Valid,Howardite,63,Found,2001,19.01827,54.39877,"(19.01827, 54.39877)"
Dhofar 457,30416,Valid,Lunar (anorth),99.5,Found,2001,18.24835,54.0016,"(18.24835, 54.0016)"
Dhofar 458,30417,Valid,Lunar (anorth),36.7,Found,2001,18.24862,54.00242,"(18.24862, 54.00242)"
Dhofar 459,30418,Valid,Lunar (anorth),31.5,Found,2001,18.24857,54.00337,"(18.24857, 54.00337)"
Dhofar 462,30421,Valid,Lunar (anorth),44.7,Found,2001,18.24667,54.00188,"(18.24667, 54.00188)"
Dhofar 463,30422,Valid,Lunar (anorth),24.3,Found,2001,18.2468,54.00242,"(18.2468, 54.00242)"
Dhofar 464,30423,Valid,Lunar (anorth),22.3,Found,2001,18.2496,53.99437,"(18.2496, 53.99437)"
Dhofar 465,30424,Valid,Lunar (anorth),70.7,Found,2001,18.24722,54.00628,"(18.24722, 54.00628)"
Dhofar 466,30425,Valid,Lunar (anorth),69.2,Found,2001,18.2469,53.9962,"(18.2469, 53.9962)"
Dhofar 467,30426,Valid,Lunar (anorth),36.2,Found,2001,18.25377,54.00077,"(18.25377, 54.00077)"
Dhofar 468,30427,Valid,Lunar (anorth),18.9,Found,2001,18.2565,53.99208,"(18.2565, 53.99208)"
Dhofar 471,7232,Valid,L6,158,Found,2001,19.25557,54.83583,"(19.25557, 54.83583)"
Dhofar 472,7233,Valid,LL3,57.1,Found,2001,19.15056,54.73556,"(19.15056, 54.73556)"
Dhofar 473,7234,Valid,L6,145,Found,2001,19.17597,54.76417,"(19.17597, 54.76417)"
Dhofar 474,7235,Valid,H3,747,Found,2001,19.16778,54.76806,"(19.16778, 54.76806)"
Dhofar 477,7238,Valid,L6,3796,Found,2001,19.18556,54.88417,"(19.18556, 54.88417)"
Dhofar 478,7239,Valid,H5/6,2683,Found,2001,19.16861,54.61667,"(19.16861, 54.61667)"
Dhofar 483,7244,Valid,H3,817,Found,2001,19.10167,54.81806,"(19.10167, 54.81806)"
Dhofar 484,7245,Valid,H3/4,383,Found,2001,19.11045,54.87389,"(19.11045, 54.87389)"
Dhofar 485,7246,Valid,Howardite,1558,Found,2001,19.10083,54.78361,"(19.10083, 54.78361)"
Dhofar 486,7247,Valid,H5,855,Found,2001,19.11102,54.92111,"(19.11102, 54.92111)"
Dhofar 487,7248,Valid,H4,3549,Found,2001,19.15194,54.76667,"(19.15194, 54.76667)"
Dhofar 488,7249,Valid,H6,652,Found,2001,19.10618,55.04583,"(19.10618, 55.04583)"
Dhofar 492,7253,Valid,H,281,Found,2001,18.71167,54.65333,"(18.71167, 54.65333)"
Dhofar 493,7254,Valid,LL4,32,Found,2001,19.14667,54.58,"(19.14667, 54.58)"
Dhofar 494,7255,Valid,H5,31,Found,2001,19.15,54.58333,"(19.15, 54.58333)"
Dhofar 495,7256,Valid,H4,3184,Found,2001,19.15833,54.575,"(19.15833, 54.575)"
Dhofar 527,7288,Valid,H4,172,Found,2001,18.27667,54.135,"(18.27667, 54.135)"
Dhofar 528,7289,Valid,L5,374,Found,2001,18.36667,54.15167,"(18.36667, 54.15167)"
Dhofar 531,7292,Valid,L6,258,Found,2001,18.43333,54.10833,"(18.43333, 54.10833)"
Dhofar 532,7293,Valid,H5,86,Found,2001,18.42,54.24667,"(18.42, 54.24667)"
Dhofar 534,7295,Valid,H5,173,Found,2001,19.19667,54.70333,"(19.19667, 54.70333)"
Dhofar 536,7297,Valid,H5,5,Found,2001,18.31667,54.14833,"(18.31667, 54.14833)"
Dhofar 537,7298,Valid,H5,14,Found,2001,18.89833,54.705,"(18.89833, 54.705)"
Dhofar 543,7304,Valid,H6,265,Found,2001,19.27461,54.45939,"(19.27461, 54.45939)"
Dhofar 544,7305,Valid,H5,2392,Found,2001,19.31528,54.51786,"(19.31528, 54.51786)"
Dhofar 545,7306,Valid,LL4,513,Found,2001,19.35225,54.63828,"(19.35225, 54.63828)"
Dhofar 546,7307,Valid,L5,777,Found,2001,19.30594,54.54494,"(19.30594, 54.54494)"
Dhofar 547,7308,Valid,L5,514,Found,2001,19.37919,54.16786,"(19.37919, 54.16786)"
Dhofar 548,7309,Valid,H4,3677,Found,2001,19.34917,54.56833,"(19.34917, 54.56833)"
Dhofar 551,7312,Valid,H5/6,181,Found,2001,18.71728,54.35902,"(18.71728, 54.35902)"
Dhofar 552,7313,Valid,H5,362,Found,2001,18.7166,54.36753,"(18.7166, 54.36753)"
Dhofar 553,7314,Valid,H5,604,Found,2001,18.72268,54.3756,"(18.72268, 54.3756)"
Dhofar 554,7315,Valid,H5,751,Found,2001,18.72237,54.3784,"(18.72237, 54.3784)"
Dhofar 555,7316,Valid,H6,223,Found,2001,18.71653,54.36915,"(18.71653, 54.36915)"
Dhofar 556,7317,Valid,H5,247,Found,2001,18.71897,54.36953,"(18.71897, 54.36953)"
